Date, Open, High, Low, Close
03/04/24, 4.268, 4.320, 4.244, 4.296
03/01/24, 4.279, 4.364, 4.233, 4.268
02/29/24, 4.320, 4.427, 4.260, 4.279
02/28/24, 4.337, 4.346, 4.301, 4.320
02/27/24, 4.305, 4.340, 4.225, 4.337
02/26/24, 4.224, 4.305, 4.182, 4.305
02/23/24, 4.301, 4.337, 4.194, 4.224
02/22/24, 4.289, 4.344, 4.232, 4.301
02/21/24, 4.210, 4.293, 4.203, 4.289
02/20/24, 4.276, 4.276, 4.185, 4.210
02/19/24, 4.281, 4.291, 4.256, 4.276
02/16/24, 4.200, 4.301, 4.200, 4.281
02/15/24, 4.193, 4.221, 4.123, 4.200
02/14/24, 4.337, 4.337, 4.190, 4.193
02/13/24, 4.202, 4.348, 4.188, 4.337
02/12/24, 4.237, 4.243, 4.178, 4.202
02/09/24, 4.178, 4.239, 4.136, 4.237
02/08/24, 4.117, 4.195, 4.090, 4.178
02/07/24, 4.079, 4.155, 4.079, 4.117
02/06/24, 4.141, 4.160, 4.069, 4.079
02/05/24, 4.056, 4.183, 4.056, 4.141
02/02/24, 3.831, 4.073, 3.831, 4.056
02/01/24, 3.885, 3.925, 3.803, 3.831
01/31/24, 3.998, 4.003, 3.868, 3.885
01/30/24, 3.931, 4.010, 3.913, 3.998
01/29/24, 4.029, 4.029, 3.929, 3.931
01/26/24, 4.048, 4.071, 4.007, 4.029
01/25/24, 4.081, 4.155, 4.025, 4.048
01/24/24, 4.051, 4.137, 3.990, 4.081
01/23/24, 3.977, 4.064, 3.961, 4.051
01/22/24, 3.968, 3.980, 3.918, 3.977
01/19/24, 3.952, 3.994, 3.865, 3.968
01/18/24, 4.007, 4.020, 3.931, 3.952
01/17/24, 3.778, 4.021, 3.778, 4.007
01/16/24, 3.788, 3.796, 3.729, 3.778
01/15/24, 3.785, 3.819, 3.756, 3.788
01/12/24, 3.885, 3.885, 3.756, 3.785
01/11/24, 3.889, 3.909, 3.810, 3.885
01/10/24, 3.869, 3.901, 3.842, 3.889
01/09/24, 3.864, 3.942, 3.825, 3.869
01/08/24, 3.880, 3.957, 3.854, 3.864
01/05/24, 3.812, 3.958, 3.807, 3.880
01/04/24, 3.704, 3.816, 3.683, 3.812
01/03/24, 3.691, 3.758, 3.677, 3.704
01/02/24, 3.595, 3.736, 3.595, 3.691
01/01/24, 3.595, 3.595, 3.595, 3.595
12/29/23, 3.604, 3.719, 3.579, 3.595
12/28/23, 3.556, 3.651, 3.556, 3.604
12/27/23, 3.608, 3.608, 3.543, 3.556
12/26/23, 3.608, 3.608, 3.608, 3.608
12/25/23, 3.608, 3.608, 3.608, 3.608
12/22/23, 3.670, 3.677, 3.603, 3.608
12/21/23, 3.684, 3.726, 3.618, 3.670
12/20/23, 3.853, 3.853, 3.672, 3.684
12/19/23, 3.911, 3.916, 3.807, 3.853
12/18/23, 3.900, 3.959, 3.855, 3.911
12/15/23, 3.969, 4.030, 3.869, 3.900
12/14/23, 4.052, 4.052, 3.846, 3.969
12/13/23, 4.187, 4.202, 4.029, 4.052
12/12/23, 4.302, 4.302, 4.148, 4.187
12/11/23, 4.273, 4.324, 4.240, 4.302
12/08/23, 4.187, 4.312, 4.170, 4.273
12/07/23, 4.142, 4.229, 4.142, 4.187
12/06/23, 4.198, 4.240, 4.125, 4.142
12/05/23, 4.317, 4.317, 4.140, 4.198
12/04/23, 4.221, 4.324, 4.221, 4.317
12/01/23, 4.289, 4.338, 4.210, 4.221
11/30/23, 4.210, 4.339, 4.210, 4.289
11/29/23, 4.300, 4.300, 4.178, 4.210
11/28/23, 4.329, 4.366, 4.275, 4.300
11/27/23, 4.412, 4.428, 4.325, 4.329
11/24/23, 4.408, 4.502, 4.408, 4.412
11/23/23, 4.303, 4.441, 4.273, 4.408
11/22/23, 4.258, 4.343, 4.231, 4.303
11/21/23, 4.232, 4.270, 4.201, 4.258
11/20/23, 4.236, 4.302, 4.215, 4.232
11/17/23, 4.255, 4.265, 4.105, 4.236
11/16/23, 4.336, 4.336, 4.212, 4.255
11/15/23, 4.300, 4.358, 4.248, 4.336
11/14/23, 4.436, 4.462, 4.267, 4.300
11/13/23, 4.438, 4.493, 4.387, 4.436
11/10/23, 4.361, 4.454, 4.361, 4.438
11/09/23, 4.349, 4.422, 4.304, 4.361
11/08/23, 4.345, 4.389, 4.289, 4.349
11/07/23, 4.443, 4.443, 4.307, 4.345
11/06/23, 4.371, 4.448, 4.371, 4.443
11/03/23, 4.468, 4.494, 4.335, 4.371
11/02/23, 4.574, 4.574, 4.391, 4.468
11/01/23, 4.574, 4.615, 4.492, 4.574
10/31/23, 4.581, 4.594, 4.492, 4.574
10/30/23, 4.555, 4.622, 4.507, 4.581
10/27/23, 4.619, 4.624, 4.535, 4.555
10/26/23, 4.665, 4.691, 4.588, 4.619
10/25/23, 4.591, 4.693, 4.579, 4.665
10/24/23, 4.651, 4.682, 4.542, 4.591
10/23/23, 4.717, 4.804, 4.646, 4.651
10/20/23, 4.781, 4.806, 4.681, 4.717
10/19/23, 4.792, 4.845, 4.768, 4.781
10/18/23, 4.463, 4.820, 4.463, 4.792
10/17/23, 4.488, 4.540, 4.424, 4.463
10/16/23, 4.405, 4.501, 4.405, 4.488
10/13/23, 4.430, 4.435, 4.332, 4.405
10/12/23, 4.354, 4.470, 4.317, 4.430
10/11/23, 4.344, 4.378, 4.261, 4.354
10/10/23, 4.366, 4.468, 4.314, 4.344
10/09/23, 4.441, 4.453, 4.358, 4.366
