"Date","Price","Open","High","Low","Change %"
"31/10/2023","5.338","5.338","5.338","5.338","0.89%"
"30/10/2023","5.291","5.318","5.318","5.291","-0.77%"
"27/10/2023","5.332","5.302","5.332","5.302","0.66%"
"26/10/2023","5.297","5.344","5.344","5.301","-1.01%"
"25/10/2023","5.351","5.351","5.351","5.351","-0.06%"
"24/10/2023","5.354","5.354","5.354","5.350","-0.65%"
"23/10/2023","5.389","5.389","5.389","5.389","0.50%"
"20/10/2023","5.362","5.358","5.362","5.358","0.58%"
"19/10/2023","5.331","5.344","5.344","5.331","-0.15%"
"18/10/2023","5.339","5.347","5.347","5.339","-0.13%"
"17/10/2023","5.346","5.346","5.346","5.346","0.28%"
"16/10/2023","5.331","5.335","5.335","5.331","-0.43%"
"13/10/2023","5.354","5.337","5.354","5.337","0.43%"
"12/10/2023","5.331","5.344","5.344","5.331","-0.22%"
"11/10/2023","5.343","5.343","5.343","5.343","-0.13%"
"10/10/2023","5.350","5.363","5.363","5.350","0.30%"
"09/10/2023","5.334","5.347","5.347","5.334","-0.11%"
"06/10/2023","5.340","5.369","5.369","5.348","-0.28%"
"05/10/2023","5.355","5.368","5.368","5.360","-0.45%"
"04/10/2023","5.379","5.371","5.379","5.371","0.09%"
"03/10/2023","5.374","5.361","5.369","5.361","-0.13%"
"02/10/2023","5.381","5.385","5.385","5.381","-0.15%"
"29/09/2023","5.389","5.364","5.389","5.364","0.04%"
"28/09/2023","5.387","5.367","5.387","5.367","0.64%"
"27/09/2023","5.353","5.353","5.353","5.353","-0.82%"
"26/09/2023","5.397","5.384","5.393","5.384","-0.09%"
"25/09/2023","5.402","5.393","5.402","5.393","0.58%"
"22/09/2023","5.371","5.371","5.371","5.371","0.26%"
"21/09/2023","5.357","5.552","5.552","5.357","-2.86%"
"20/09/2023","5.515","5.486","5.536","5.482","-1.15%"
"19/09/2023","5.579","5.554","5.579","5.554","1.18%"
"18/09/2023","5.514","5.536","5.536","5.514","-0.29%"
"15/09/2023","5.530","5.504","5.530","5.504","0.75%"
"14/09/2023","5.489","5.459","5.489","5.459","0.75%"
"13/09/2023","5.448","5.494","5.494","5.452","-0.57%"
"12/09/2023","5.479","5.487","5.487","5.479","-0.87%"
"11/09/2023","5.527","5.549","5.549","5.527","0.02%"
"08/09/2023","5.526","5.530","5.535","5.526","-0.09%"
"07/09/2023","5.531","5.518","5.531","5.506","0.13%"
"06/09/2023","5.524","5.553","5.553","5.524","-0.61%"
"05/09/2023","5.558","5.558","5.558","5.558","0.07%"
"04/09/2023","5.554","5.549","5.554","5.549","0.74%"
"01/09/2023","5.513","5.530","5.530","5.513","-0.33%"
"31/08/2023","5.531","5.565","5.565","5.536","-0.86%"
"30/08/2023","5.579","5.579","5.579","5.579","0.96%"
"29/08/2023","5.526","5.485","5.526","5.485","0.91%"
"28/08/2023","5.476","5.487","5.756","5.476","-0.20%"
"25/08/2023","5.487","5.487","5.487","5.487","-1.17%"
"24/08/2023","5.552","5.540","5.552","5.540","0.13%"
"23/08/2023","5.545","5.520","5.545","5.515","-0.02%"
"22/08/2023","5.546","5.554","5.554","5.542","0.67%"
"21/08/2023","5.509","5.500","5.509","5.500","0.33%"
"18/08/2023","5.491","5.513","5.513","5.491","-0.34%"
"17/08/2023","5.510","5.497","5.506","5.497","0.44%"
"16/08/2023","5.486","5.486","5.486","5.486","0.05%"
"15/08/2023","5.483","5.479","5.500","5.479","0.99%"
"14/08/2023","5.429","5.420","5.429","5.420","0.84%"
"11/08/2023","5.384","5.384","5.384","5.384","0.11%"
"10/08/2023","5.378","5.408","5.408","5.378","-0.59%"
"09/08/2023","5.410","5.410","5.410","5.410","0.04%"
"08/08/2023","5.408","5.404","5.408","5.404","0.86%"
"07/08/2023","5.362","5.362","5.362","5.362","0.15%"
"04/08/2023","5.354","5.371","5.371","5.354","0.11%"
"03/08/2023","5.348","5.429","5.433","5.348","-1.60%"
"02/08/2023","5.435","5.448","5.452","5.435","-0.20%"
"01/08/2023","5.446","5.446","5.446","5.446","-0.02%"
"31/07/2023","5.447","5.447","5.447","5.447","1.02%"
"28/07/2023","5.392","5.401","5.401","5.392","-0.22%"
"27/07/2023","5.404","5.404","5.404","5.404","-0.18%"
"26/07/2023","5.414","5.402","5.414","5.402","0.33%"
"25/07/2023","5.396","5.400","5.400","5.400","-2.30%"
"24/07/2023","5.523","5.523","5.523","5.523","0.02%"
"21/07/2023","5.522","5.504","5.522","5.500","0.29%"
"20/07/2023","5.506","5.501","5.506","5.501","1.14%"
"19/07/2023","5.444","5.503","5.503","5.444","-0.87%"
"18/07/2023","5.492","5.500","5.500","5.492","1.40%"
"17/07/2023","5.416","5.425","5.425","5.416","0.20%"
"14/07/2023","5.405","5.384","5.405","5.384","0.26%"
"13/07/2023","5.391","5.382","5.391","5.382","0.19%"
"12/07/2023","5.381","5.381","5.381","5.381","0.11%"
"11/07/2023","5.375","5.375","5.375","5.375","1.07%"
"10/07/2023","5.318","5.318","5.318","5.318","-0.82%"
"07/07/2023","5.362","5.285","5.362","5.280","1.23%"
"06/07/2023","5.297","5.331","5.357","5.280","-0.08%"
"05/07/2023","5.301","5.288","5.330","5.288","0.34%"
"04/07/2023","5.283","5.283","5.333","5.242","0.86%"
"03/07/2023","5.238","5.242","5.286","5.202","1.08%"
"30/06/2023","5.182","5.190","5.233","5.177","-0.10%"
"29/06/2023","5.187","5.182","5.225","5.144","0.56%"
"28/06/2023","5.158","5.238","5.275","5.158","-1.28%"
"27/06/2023","5.225","5.283","5.325","5.208","-2.65%"
"26/06/2023","5.367","5.335","5.411","5.291","1.47%"
"23/06/2023","5.289","5.306","5.405","5.285","0.57%"
"22/06/2023","5.259","4.698","5.301","4.656","12.61%"
"21/06/2023","4.670","5.254","5.275","4.645","-5.12%"
"20/06/2023","4.922","4.922","4.967","4.901","0.37%"
"19/06/2023","4.904","4.891","4.904","4.882","-0.06%"
"16/06/2023","4.907","4.898","4.898","4.877","0.18%"
"15/06/2023","4.898","4.876","4.898","4.868","-0.14%"
"14/06/2023","4.905","4.864","4.905","4.859","0.51%"
"13/06/2023","4.880","4.909","4.942","4.884","0.06%"
"12/06/2023","4.877","4.860","4.904","4.860","0.18%"
"09/06/2023","4.868","4.791","4.894","4.791","1.97%"
"08/06/2023","4.774","4.774","4.796","4.774","-0.89%"
"07/06/2023","4.817","4.809","4.817","4.792","-0.27%"
"06/06/2023","4.830","4.822","4.851","4.822","-0.70%"
"05/06/2023","4.864","4.859","4.864","4.859","0.27%"
"02/06/2023","4.851","4.838","4.855","4.825","0.62%"
"01/06/2023","4.821","4.800","4.838","4.788","-0.19%"
"31/05/2023","4.830","4.814","4.834","4.814","-0.06%"
"30/05/2023","4.833","4.842","4.855","4.833","1.13%"
"29/05/2023","4.779","4.722","4.821","4.705","-0.33%"
"26/05/2023","4.795","4.722","4.821","4.705","1.05%"
"25/05/2023","4.745","4.715","4.736","4.690","0.79%"
"24/05/2023","4.708","4.708","4.729","4.708","1.49%"
"23/05/2023","4.639","4.627","4.639","4.619","0.89%"
"22/05/2023","4.598","4.593","4.598","4.593","0.48%"
"19/05/2023","4.576","4.559","4.576","4.559","0.11%"
"18/05/2023","4.571","4.579","4.579","4.571","0.22%"
"17/05/2023","4.561","4.561","4.561","4.561","-0.89%"
"16/05/2023","4.602","4.602","4.602","4.602","1.08%"
"15/05/2023","4.553","4.540","4.553","4.540","1.58%"
"12/05/2023","4.482","4.473","4.482","4.473","0.29%"
"11/05/2023","4.469","4.469","4.469","4.469","-0.20%"
"10/05/2023","4.478","4.469","4.478","4.469","-0.69%"
"09/05/2023","4.509","4.487","4.509","4.487","2.43%"
"08/05/2023","4.402","4.402","4.402","4.402","-1.21%"
"05/05/2023","4.456","4.456","4.456","4.456","0.27%"
