"Date","Price","Open","High","Low","Change %"
"23/01/2024","5.273","5.266","5.273","5.266","0.96%"
"22/01/2024","5.223","5.240","5.240","5.223","-0.06%"
"19/01/2024","5.226","5.228","5.232","5.226","-0.42%"
"18/01/2024","5.248","5.246","5.248","5.231","0.23%"
"17/01/2024","5.236","5.274","5.274","5.236","0.19%"
"16/01/2024","5.226","5.224","5.226","5.215","-0.15%"
"15/01/2024","5.234","5.192","5.234","5.192","1.04%"
"12/01/2024","5.180","5.245","5.245","5.180","-1.58%"
"11/01/2024","5.263","5.231","5.263","5.231","0.61%"
"10/01/2024","5.231","5.270","5.270","5.231","-0.70%"
"09/01/2024","5.268","5.236","5.268","5.236","0.53%"
"08/01/2024","5.240","5.256","5.256","5.240","0.10%"
"05/01/2024","5.235","5.255","5.262","5.235","-0.36%"
"04/01/2024","5.254","5.229","5.254","5.229","0.50%"
"03/01/2024","5.228","5.228","5.228","5.228","0.08%"
"02/01/2024","5.224","5.222","5.224","5.218","-1.25%"
"01/01/2024","5.290","5.290","5.290","5.290","0.40%"
"29/12/2023","5.269","5.217","5.269","5.217","1.31%"
"28/12/2023","5.201","5.228","5.231","5.201","-0.52%"
"27/12/2023","5.228","5.235","5.235","5.228","-0.21%"
"26/12/2023","5.239","5.221","5.239","5.221","0.00%"
"25/12/2023","5.239","5.221","5.239","5.221","0.13%"
"22/12/2023","5.232","5.221","5.232","5.221","0.11%"
"21/12/2023","5.226","5.246","5.254","5.226","-0.42%"
"20/12/2023","5.248","5.248","5.248","5.248","-0.83%"
"19/12/2023","5.292","5.262","5.290","5.262","0.47%"
"18/12/2023","5.267","5.280","5.280","5.267","-0.28%"
"15/12/2023","5.282","5.290","5.303","5.271","0.40%"
"14/12/2023","5.261","5.218","5.261","5.218","-0.42%"
"13/12/2023","5.283","5.304","5.304","5.283","-0.81%"
"12/12/2023","5.326","5.317","5.326","5.317","-0.78%"
"11/12/2023","5.368","5.341","5.365","5.341","0.69%"
"08/12/2023","5.331","5.331","5.331","5.331","-0.24%"
"07/12/2023","5.344","5.336","5.344","5.336","0.75%"
"06/12/2023","5.304","5.321","5.334","5.293","-0.28%"
"05/12/2023","5.319","5.330","5.330","5.319","-1.12%"
"04/12/2023","5.379","5.379","5.379","5.379","0.94%"
"01/12/2023","5.329","5.349","5.353","5.338","-0.56%"
"30/11/2023","5.359","5.359","5.359","5.359","-0.06%"
"29/11/2023","5.362","5.364","5.364","5.362","-0.11%"
"28/11/2023","5.368","5.377","5.377","5.368","-0.52%"
"27/11/2023","5.396","5.383","5.396","5.379","-0.07%"
"24/11/2023","5.400","5.383","5.405","5.383","0.11%"
"23/11/2023","5.394","5.372","5.409","5.368","0.32%"
"22/11/2023","5.377","5.364","5.377","5.355","0.17%"
"21/11/2023","5.368","5.334","5.368","5.334","0.13%"
"20/11/2023","5.361","5.365","5.365","5.357","-0.13%"
"17/11/2023","5.368","5.357","5.366","5.357","0.52%"
"16/11/2023","5.340","5.346","5.346","5.340","-0.21%"
"15/11/2023","5.351","5.351","5.351","5.351","-0.35%"
"14/11/2023","5.370","5.389","5.389","5.366","-0.28%"
"13/11/2023","5.385","5.392","5.392","5.385","-0.17%"
"10/11/2023","5.394","5.402","5.402","5.394","-0.35%"
"09/11/2023","5.413","5.409","5.413","5.409","0.17%"
"08/11/2023","5.404","5.362","5.402","5.362","0.54%"
"07/11/2023","5.375","5.351","5.375","5.341","-0.72%"
"06/11/2023","5.414","5.414","5.414","5.414","0.37%"
"03/11/2023","5.394","5.418","5.422","5.394","-0.20%"
"02/11/2023","5.405","5.411","5.426","5.405","-0.31%"
"01/11/2023","5.422","5.432","5.432","5.422","-0.18%"
"31/10/2023","5.432","5.415","5.432","5.415","0.06%"
"30/10/2023","5.429","5.403","5.429","5.401","0.37%"
"27/10/2023","5.409","5.424","5.424","5.409","-0.24%"
"26/10/2023","5.422","5.430","5.437","5.426","-0.15%"
"25/10/2023","5.430","5.434","5.434","5.430","-0.11%"
"24/10/2023","5.436","5.445","5.447","5.438","-0.28%"
"23/10/2023","5.451","5.416","5.451","5.416","0.66%"
"20/10/2023","5.415","5.428","5.428","5.415","-0.82%"
"19/10/2023","5.460","5.469","5.469","5.463","-0.35%"
"18/10/2023","5.479","5.458","5.479","5.449","0.44%"
"17/10/2023","5.455","5.443","5.455","5.438","-0.09%"
"16/10/2023","5.460","5.440","5.453","5.440","0.39%"
"13/10/2023","5.439","5.396","5.439","5.396","1.00%"
"12/10/2023","5.385","5.387","5.387","5.385","-1.10%"
"11/10/2023","5.445","5.439","5.445","5.439","0.04%"
"10/10/2023","5.443","5.464","5.464","5.443","-0.49%"
"09/10/2023","5.470","5.466","5.470","5.466","-0.09%"
"06/10/2023","5.475","5.454","5.475","5.454","0.66%"
"05/10/2023","5.439","5.466","5.466","5.439","-0.49%"
"04/10/2023","5.466","5.483","5.483","5.455","-0.35%"
"03/10/2023","5.485","5.455","5.483","5.449","0.09%"
"02/10/2023","5.480","5.473","5.480","5.469","1.11%"
"29/09/2023","5.420","5.433","5.435","5.420","-0.66%"
"28/09/2023","5.456","5.445","5.478","5.445","0.28%"
"27/09/2023","5.441","5.381","5.434","5.377","1.00%"
"26/09/2023","5.387","5.372","5.379","5.368","-1.45%"
"25/09/2023","5.466","5.438","5.466","5.438","0.57%"
"22/09/2023","5.435","5.448","5.450","5.435","-0.55%"
"21/09/2023","5.465","5.572","5.581","5.458","-1.50%"
"20/09/2023","5.548","5.531","5.548","5.518","-2.05%"
"19/09/2023","5.664","5.677","5.677","5.668","-0.28%"
"18/09/2023","5.680","5.697","5.704","5.680","-0.25%"
"15/09/2023","5.694","5.679","5.692","5.679","0.55%"
"14/09/2023","5.663","5.648","5.665","5.628","0.57%"
"13/09/2023","5.631","5.674","5.678","5.638","-0.58%"
"12/09/2023","5.664","5.673","5.692","5.664","-0.25%"
"11/09/2023","5.678","5.625","5.678","5.625","1.61%"
"08/09/2023","5.588","5.612","5.619","5.593","-0.41%"
"07/09/2023","5.611","5.613","5.613","5.589","-0.32%"
"06/09/2023","5.629","5.693","5.693","5.629","-1.18%"
"05/09/2023","5.696","5.696","5.696","5.696","-0.14%"
"04/09/2023","5.704","5.700","5.704","5.700","0.90%"
"01/09/2023","5.653","5.662","5.662","5.632","-0.05%"
"31/08/2023","5.656","5.684","5.686","5.656","-0.77%"
"30/08/2023","5.700","5.726","5.726","5.700","-0.52%"
"29/08/2023","5.730","5.743","5.752","5.730","0.32%"
"28/08/2023","5.712","5.716","5.718","5.707","0.09%"
"25/08/2023","5.707","5.716","5.716","5.707","-0.21%"
"24/08/2023","5.719","5.729","5.729","5.719","-0.16%"
"23/08/2023","5.728","5.768","5.768","5.728","-1.65%"
"22/08/2023","5.824","5.786","5.822","5.762","1.04%"
"21/08/2023","5.764","5.741","5.761","5.741","0.49%"
"18/08/2023","5.736","5.742","5.742","5.738","-1.22%"
"17/08/2023","5.807","5.729","5.794","5.729","1.47%"
"16/08/2023","5.723","5.719","5.723","5.702","-0.02%"
"15/08/2023","5.724","5.858","5.897","5.709","1.17%"
"14/08/2023","5.658","5.576","5.653","5.574","1.76%"
"11/08/2023","5.560","5.571","5.571","5.560","0.25%"
"10/08/2023","5.546","5.557","5.557","5.546","-0.31%"
"09/08/2023","5.563","5.567","5.567","5.565","-0.32%"
"08/08/2023","5.581","5.696","5.696","5.581","0.13%"
"07/08/2023","5.574","5.574","5.579","5.574","0.40%"
"04/08/2023","5.552","5.580","5.591","5.552","-0.32%"
"03/08/2023","5.570","5.658","5.658","5.312","-1.47%"
"02/08/2023","5.653","5.672","5.672","5.653","-0.56%"
"01/08/2023","5.685","5.681","5.681","5.681","-0.02%"
"31/07/2023","5.686","5.686","5.686","5.686","0.16%"
"28/07/2023","5.677","5.642","5.690","5.642","0.25%"
"27/07/2023","5.663","5.676","5.676","5.663","-0.72%"
"26/07/2023","5.704","5.661","5.700","5.661","0.78%"
"25/07/2023","5.660","5.713","5.717","5.670","-1.00%"
"24/07/2023","5.717","5.717","5.717","5.717","-0.30%"
"21/07/2023","5.734","5.725","5.734","5.716","0.16%"
"20/07/2023","5.725","5.673","5.725","5.673","1.01%"
"19/07/2023","5.668","5.719","5.721","5.668","-0.53%"
"18/07/2023","5.698","5.726","5.726","5.702","-1.62%"
"17/07/2023","5.792","5.799","5.816","5.792","-0.29%"
"14/07/2023","5.809","5.781","5.805","5.781","1.17%"
"13/07/2023","5.742","5.790","5.790","5.745","-1.05%"
"12/07/2023","5.803","5.820","5.820","5.805","-0.26%"
"11/07/2023","5.818","5.818","5.818","5.818","1.64%"
"10/07/2023","5.724","5.728","5.728","5.724","-1.29%"
"07/07/2023","5.799","5.740","5.799","5.738","0.57%"
"06/07/2023","5.766","5.740","5.788","5.740","0.96%"
"05/07/2023","5.711","5.692","5.711","5.692","0.04%"
"04/07/2023","5.709","5.707","5.709","5.707","1.22%"
"03/07/2023","5.640","5.653","5.653","5.644","-0.67%"
"30/06/2023","5.678","5.642","5.678","5.642","0.62%"
"29/06/2023","5.643","5.592","5.643","5.592","0.82%"
"28/06/2023","5.597","5.590","5.618","5.563","0.29%"
"27/06/2023","5.581","5.560","5.577","5.558","-0.78%"
"26/06/2023","5.625","5.609","5.623","5.609","0.30%"
"23/06/2023","5.608","5.799","5.833","5.608","-2.81%"
"22/06/2023","5.770","5.273","5.770","5.246","9.49%"
"21/06/2023","5.270","5.422","5.441","5.240","-0.77%"
"20/06/2023","5.311","5.309","5.309","5.279","3.33%"
"19/06/2023","5.140","5.179","5.184","5.118","-0.52%"
"16/06/2023","5.167","5.090","5.152","4.982","1.31%"
"15/06/2023","5.100","5.239","5.239","5.078","-2.91%"
"14/06/2023","5.253","5.251","5.253","5.251","0.48%"
"13/06/2023","5.228","5.209","5.253","5.209","2.33%"
"12/06/2023","5.109","5.100","5.131","5.100","0.47%"
"09/06/2023","5.085","5.075","5.107","5.075","0.63%"
"08/06/2023","5.053","5.057","5.057","5.057","-0.71%"
"07/06/2023","5.089","5.065","5.086","5.065","0.65%"
"06/06/2023","5.056","5.120","5.120","5.056","-0.57%"
"05/06/2023","5.085","5.278","5.278","5.063","-3.09%"
"02/06/2023","5.247","5.249","5.249","5.247","-0.02%"
"01/06/2023","5.248","5.256","5.261","5.224","-0.25%"
"31/05/2023","5.261","5.266","5.274","5.261","4.22%"
"30/05/2023","5.048","5.112","5.132","5.048","-0.39%"
"29/05/2023","5.068","5.051","5.109","5.029","-0.30%"
"26/05/2023","5.083","5.051","5.109","5.029","-0.04%"
"25/05/2023","5.085","4.991","5.074","4.991","1.76%"
"24/05/2023","4.997","4.999","4.999","4.974","3.46%"
"23/05/2023","4.830","4.845","4.859","4.809","0.52%"
"22/05/2023","4.805","4.781","4.805","4.781","0.75%"
"19/05/2023","4.769","4.784","4.797","4.772","-0.44%"
"18/05/2023","4.790","4.766","4.790","4.766","0.08%"
"17/05/2023","4.786","4.767","4.784","4.767","0.15%"
"16/05/2023","4.779","4.777","4.777","4.777","0.04%"
"15/05/2023","4.777","4.751","4.777","4.751","-0.46%"
"12/05/2023","4.799","4.789","4.797","4.789","0.38%"
"11/05/2023","4.781","4.768","4.781","4.768","0.19%"
"10/05/2023","4.772","4.774","4.782","4.744","0.25%"
"09/05/2023","4.760","4.703","4.758","4.703","1.93%"
"08/05/2023","4.670","4.670","4.670","4.670","-0.51%"
"05/05/2023","4.694","4.728","4.741","4.694","-0.68%"
"04/05/2023","4.726","4.730","4.741","4.730","-0.11%"
"03/05/2023","4.731","4.765","4.765","4.731","-0.34%"
"02/05/2023","4.747","4.723","4.747","4.723","0.64%"
"01/05/2023","4.717","4.690","4.717","4.690","0.02%"
"28/04/2023","4.716","4.690","4.716","4.690","0.58%"
"27/04/2023","4.689","4.651","4.689","4.651","1.14%"
"26/04/2023","4.636","4.646","4.646","4.636","-1.70%"
"25/04/2023","4.716","4.716","4.716","4.716","0.90%"
"24/04/2023","4.674","4.674","4.674","4.674","-0.66%"
"21/04/2023","4.705","4.709","4.709","4.709","0.38%"
"20/04/2023","4.687","4.713","4.713","4.687","-0.80%"
"19/04/2023","4.725","4.655","4.725","4.655","4.26%"
"18/04/2023","4.532","4.570","4.570","4.532","1.59%"
"17/04/2023","4.461","4.461","4.461","4.461","-1.09%"
"14/04/2023","4.510","4.426","4.510","4.426","1.92%"
"13/04/2023","4.425","4.423","4.423","4.423","-0.32%"
"12/04/2023","4.439","4.424","4.439","4.424","-1.44%"
"11/04/2023","4.504","4.504","4.504","4.504","2.39%"
"10/04/2023","4.399","4.417","4.417","4.397","0.01%"
"07/04/2023","4.398","4.398","4.398","4.398","0.03%"
"06/04/2023","4.397","4.417","4.417","4.397","-0.32%"
"05/04/2023","4.411","4.411","4.411","4.411","-0.50%"
"04/04/2023","4.433","4.433","4.433","4.433","0.75%"
"03/04/2023","4.400","4.398","4.398","4.398","-0.74%"
"31/03/2023","4.433","4.364","4.433","4.364","1.49%"
"30/03/2023","4.368","4.336","4.368","4.336","0.67%"
"29/03/2023","4.339","4.360","4.360","4.339","-1.48%"
"28/03/2023","4.404","4.359","4.404","4.359","0.18%"
"27/03/2023","4.396","4.313","4.396","4.313","-1.26%"
"24/03/2023","4.452","4.514","4.514","4.452","-1.44%"
"23/03/2023","4.517","4.517","4.517","4.517","-0.88%"
"22/03/2023","4.557","4.328","4.557","4.328","8.40%"
"21/03/2023","4.204","4.139","4.204","4.139","-0.64%"
"20/03/2023","4.231","4.231","4.298","4.231","-0.17%"
"17/03/2023","4.238","4.264","4.264","4.238","1.27%"
"16/03/2023","4.185","4.221","4.221","4.185","-1.53%"
"15/03/2023","4.250","4.250","4.250","4.250","-2.32%"
"14/03/2023","4.351","4.351","4.351","4.351","6.28%"
"13/03/2023","4.094","4.257","4.257","4.094","-5.54%"
"10/03/2023","4.334","4.386","4.386","4.334","-1.25%"
"09/03/2023","4.389","4.389","4.389","4.389","-1.08%"
"08/03/2023","4.437","4.371","4.437","4.371","2.12%"
"07/03/2023","4.345","4.336","4.345","4.336","0.60%"
"06/03/2023","4.319","4.284","4.319","4.284","0.56%"
"03/03/2023","4.295","4.295","4.295","4.295","2.85%"
"02/03/2023","4.176","4.229","4.229","4.176","-1.79%"
"01/03/2023","4.252","4.252","4.252","4.252","-1.44%"
"28/02/2023","4.314","4.308","4.314","4.308","-0.07%"
"27/02/2023","4.317","4.272","4.344","4.272","0.75%"
"24/02/2023","4.285","4.274","4.285","4.274","0.26%"
"23/02/2023","4.274","4.274","4.274","4.274","-1.02%"
"22/02/2023","4.318","4.314","4.318","4.314","1.10%"
"21/02/2023","4.271","4.166","4.271","4.166","2.01%"
"20/02/2023","4.187","4.168","4.187","4.168","0.22%"
"17/02/2023","4.178","4.140","4.178","4.140","1.43%"
"16/02/2023","4.119","4.159","4.159","4.119","-1.53%"
"15/02/2023","4.183","4.206","4.206","4.183","-1.04%"
"14/02/2023","4.227","4.210","4.227","4.210","0.43%"
"13/02/2023","4.209","4.176","4.209","4.176","-0.09%"
"10/02/2023","4.213","4.185","4.213","4.185","0.93%"
"09/02/2023","4.174","4.174","4.174","4.174","-0.22%"
"08/02/2023","4.183","4.176","4.183","4.176","0.41%"
"07/02/2023","4.166","4.168","4.168","4.166","-0.67%"
"06/02/2023","4.194","4.144","4.194","4.144","0.74%"
"03/02/2023","4.163","4.163","4.163","4.163","0.97%"
"02/02/2023","4.123","4.151","4.151","4.123","-1.53%"
"01/02/2023","4.187","4.181","4.187","4.181","-0.14%"
"31/01/2023","4.193","4.200","4.200","4.193","-0.43%"
"30/01/2023","4.211","4.185","4.211","4.185","2.13%"
"27/01/2023","4.123","4.129","4.129","4.123","-0.98%"
"26/01/2023","4.164","4.138","4.164","4.138","-0.60%"
"25/01/2023","4.189","4.189","4.189","4.189","2.25%"
"24/01/2023","4.097","4.120","4.120","4.097","-0.29%"
"23/01/2023","4.109","4.109","4.133","4.109","-0.34%"
"20/01/2023","4.123","4.104","4.123","4.104","0.46%"
"19/01/2023","4.104","4.104","4.104","4.104","-1.08%"
"18/01/2023","4.149","4.115","4.149","4.115","0.56%"
"17/01/2023","4.126","4.099","4.126","4.099","0.00%"
"16/01/2023","4.126","4.100","4.126","4.100","0.59%"
"13/01/2023","4.102","4.097","4.102","4.097","1.64%"
"12/01/2023","4.036","4.060","4.060","4.036","-1.01%"
"11/01/2023","4.077","4.077","4.077","4.077","-1.78%"
"10/01/2023","4.151","3.992","4.151","3.992","2.49%"
"09/01/2023","4.050","4.050","4.050","4.050","0.77%"
"06/01/2023","4.019","3.979","4.019","3.979","1.49%"
"05/01/2023","3.960","3.960","3.960","3.960","-0.48%"
"04/01/2023","3.979","3.986","3.986","3.979","-0.45%"
"03/01/2023","3.997","4.006","4.006","3.997","0.23%"
"02/01/2023","3.988","3.988","3.988","3.988","-0.82%"
"30/12/2022","4.021","4.016","4.021","4.016","0.15%"
"29/12/2022","4.015","4.115","4.115","4.115","-0.84%"
"28/12/2022","4.049","4.049","4.049","4.049","1.04%"
"27/12/2022","4.008","4.008","4.008","4.008","0.00%"
"26/12/2022","4.008","4.008","4.008","4.008","-0.90%"
"23/12/2022","4.044","4.016","4.044","4.016","1.68%"
"22/12/2022","3.977","3.977","3.977","3.977","-0.40%"
"21/12/2022","3.993","3.995","3.995","3.993","-1.72%"
"20/12/2022","4.063","4.046","4.063","4.046","2.16%"
"19/12/2022","3.977","3.931","3.977","3.931","1.07%"
"16/12/2022","3.935","3.929","3.935","3.929","-1.63%"
"15/12/2022","4.000","4.000","4.000","4.000","1.52%"
"14/12/2022","3.940","4.031","4.031","3.940","-2.38%"
"13/12/2022","4.036","4.000","4.036","4.000","1.82%"
"12/12/2022","3.964","3.936","3.964","3.936","-2.75%"
"09/12/2022","4.076","4.059","4.076","4.059","1.62%"
"08/12/2022","4.011","4.011","4.011","4.011","0.20%"
"07/12/2022","4.003","4.005","4.005","4.003","1.29%"
"06/12/2022","3.952","4.034","4.034","3.952","1.54%"
"05/12/2022","3.892","3.836","3.892","3.836","1.43%"
"02/12/2022","3.837","3.837","3.837","3.837","0.39%"
"01/12/2022","3.822","3.915","3.915","3.822","-2.77%"
"30/11/2022","3.931","3.899","3.931","3.899","2.96%"
"29/11/2022","3.818","3.828","3.828","3.818","0.26%"
"28/11/2022","3.808","3.843","3.843","3.808","-0.55%"
"25/11/2022","3.829","3.795","3.829","3.795","2.22%"
"24/11/2022","3.746","3.761","3.761","3.746","-1.29%"
"23/11/2022","3.795","3.795","3.795","3.795","-1.84%"
"22/11/2022","3.866","3.866","3.866","3.866","2.38%"
"21/11/2022","3.776","3.756","3.776","3.756","-0.26%"
"18/11/2022","3.786","3.765","3.786","3.765","2.94%"
"17/11/2022","3.678","3.693","3.693","3.678","-2.00%"
"16/11/2022","3.753","3.715","3.753","3.715","-0.98%"
"15/11/2022","3.790","3.782","3.790","3.782","0.96%"
"14/11/2022","3.754","3.672","3.754","3.672","1.71%"
"11/11/2022","3.691","3.576","3.691","3.576","0.00%"
"10/11/2022","3.691","3.691","3.691","3.691","-0.24%"
"09/11/2022","3.700","3.820","3.820","3.700","-3.14%"
"08/11/2022","3.820","3.820","3.820","3.820","0.66%"
"07/11/2022","3.795","3.771","3.795","3.771","4.86%"
"04/11/2022","3.619","3.666","3.666","3.619","-1.52%"
"03/11/2022","3.675","3.759","3.759","3.675","-2.39%"
"02/11/2022","3.765","3.765","3.765","3.765","1.21%"
"01/11/2022","3.720","3.649","3.720","3.639","2.03%"
"31/10/2022","3.646","3.629","3.739","3.629","2.50%"
"28/10/2022","3.557","3.557","3.557","3.557","2.45%"
"27/10/2022","3.472","3.657","3.657","3.472","-7.07%"
"26/10/2022","3.736","3.753","3.753","3.736","-1.50%"
"25/10/2022","3.793","3.813","3.813","3.793","5.21%"
"24/10/2022","3.605","3.620","3.620","3.605","-7.35%"
"21/10/2022","3.891","3.895","3.895","3.891","1.41%"
"20/10/2022","3.837","3.894","3.894","3.837","0.18%"
"19/10/2022","3.830","3.830","3.830","3.830","0.87%"
"18/10/2022","3.797","3.793","3.797","3.793","0.85%"
"17/10/2022","3.765","3.842","3.842","3.765","-2.64%"
"14/10/2022","3.867","4.000","4.000","3.867","-3.81%"
"13/10/2022","4.020","4.060","4.060","4.020","-1.57%"
"12/10/2022","4.084","4.084","4.084","4.084","-1.87%"
"11/10/2022","4.162","4.120","4.162","4.120","-1.02%"
"10/10/2022","4.205","4.159","4.205","4.159","1.30%"
"07/10/2022","4.151","3.978","4.151","3.978","4.04%"
"06/10/2022","3.990","3.909","3.990","3.909","3.42%"
"05/10/2022","3.858","3.774","3.858","3.774","10.04%"
"04/10/2022","3.506","3.665","3.665","3.506","-5.95%"
"03/10/2022","3.728","3.728","3.728","3.728","0.03%"
"30/09/2022","3.727","3.999","3.999","3.727","-8.20%"
"29/09/2022","4.060","4.000","4.060","4.000","1.96%"
"28/09/2022","3.982","3.822","3.982","3.822","13.09%"
"27/09/2022","3.521","3.751","3.751","3.521","-22.39%"
"26/09/2022","4.537","2.929","4.537","2.929","53.48%"
"23/09/2022","2.956","2.945","2.996","2.945","-2.09%"
"22/09/2022","3.019","2.996","3.019","2.996","-2.77%"
"21/09/2022","3.105","3.105","3.105","3.105","3.19%"
"20/09/2022","3.009","3.009","3.009","3.009","0.57%"
"19/09/2022","2.992","2.992","2.992","2.992","-0.89%"
"16/09/2022","3.019","2.952","3.019","2.952","1.75%"
"15/09/2022","2.967","2.950","2.967","2.950","-3.13%"
"14/09/2022","3.063","3.063","3.063","3.063","2.89%"
"13/09/2022","2.977","2.977","2.977","2.977","4.46%"
"12/09/2022","2.850","2.820","2.850","2.820","0.21%"
"09/09/2022","2.844","2.844","2.844","2.844","0.78%"
"08/09/2022","2.822","2.832","2.851","2.822","-1.78%"
"07/09/2022","2.873","2.854","2.873","2.854","-0.31%"
"06/09/2022","2.882","2.911","2.911","2.882","0.21%"
"05/09/2022","2.876","2.895","2.895","2.876","-0.66%"
"02/09/2022","2.895","2.895","2.895","2.895","1.29%"
"01/09/2022","2.858","2.858","2.858","2.858","1.71%"
"31/08/2022","2.810","2.810","2.810","2.810","0.04%"
"30/08/2022","2.809","2.809","2.809","2.797","6.48%"
"29/08/2022","2.638","2.407","2.746","2.407","8.03%"
"26/08/2022","2.442","2.442","2.442","2.386","0.04%"
"25/08/2022","2.441","2.441","2.441","2.441","-0.65%"
"24/08/2022","2.457","2.457","2.457","2.457","0.66%"
"23/08/2022","2.441","2.437","2.441","2.437","1.33%"
"22/08/2022","2.409","2.409","2.409","2.409","0.17%"
"19/08/2022","2.405","2.394","2.405","2.394","4.20%"
