"Date","Price","Open","High","Low","Vol.","Change %"
"15/02/2023","1,456.80","1,464.60","1,468.00","1,446.00","11.81M","-0.90%"
"14/02/2023","1,470.00","1,485.00","1,493.00","1,469.00","6.00M","-1.18%"
"13/02/2023","1,487.60","1,479.00","1,491.00","1,473.40","4.57M","0.99%"
"10/02/2023","1,473.00","1,500.00","1,505.00","1,466.00","7.84M","-1.97%"
"09/02/2023","1,502.60","1,498.20","1,517.60","1,475.60","8.06M","0.11%"
"08/02/2023","1,501.00","1,495.80","1,513.20","1,487.20","6.91M","1.04%"
"07/02/2023","1,485.60","1,461.60","1,496.60","1,460.00","7.77M","1.68%"
"06/02/2023","1,461.00","1,432.20","1,468.30","1,426.00","6.61M","1.49%"
"03/02/2023","1,439.60","1,421.80","1,451.60","1,416.40","5.97M","0.85%"
"02/02/2023","1,427.40","1,425.00","1,437.20","1,407.40","6.28M","0.55%"
"01/02/2023","1,419.60","1,438.20","1,445.05","1,405.00","32.41M","-0.27%"
"31/01/2023","1,423.40","1,407.00","1,435.20","1,407.00","9.84M","0.74%"
"30/01/2023","1,413.00","1,405.80","1,427.80","1,405.80","43.66M","0.21%"
"27/01/2023","1,410.00","1,408.00","1,423.78","1,405.20","5.06M","0.34%"
"26/01/2023","1,405.20","1,404.60","1,416.20","1,399.83","9.62M","0.11%"
"25/01/2023","1,403.60","1,391.00","1,406.20","1,389.86","7.47M","1.20%"
"24/01/2023","1,387.00","1,410.00","1,414.40","1,385.20","5.47M","-1.69%"
"23/01/2023","1,410.80","1,408.60","1,419.00","1,405.40","3.64M","0.28%"
"20/01/2023","1,406.80","1,421.40","1,423.45","1,402.20","6.13M","-0.83%"
"19/01/2023","1,418.60","1,409.80","1,423.66","1,404.83","7.24M","0.61%"
"18/01/2023","1,410.00","1,430.40","1,430.40","1,403.20","10.60M","-1.93%"
"17/01/2023","1,437.80","1,439.00","1,442.36","1,429.40","6.64M","0.11%"
"16/01/2023","1,436.20","1,433.40","1,441.71","1,431.00","2.92M","0.11%"
"13/01/2023","1,434.60","1,427.40","1,443.00","1,427.20","4.75M","0.25%"
"12/01/2023","1,431.00","1,416.20","1,435.40","1,411.00","5.96M","1.50%"
"11/01/2023","1,409.80","1,417.60","1,426.39","1,408.36","13.41M","-0.30%"
