"Date","Price","Open","High","Low","Vol.","Change %"
"12/04/2024","953.58","937.04","960.01","934.28","10.53M","2.37%"
"11/04/2024","931.52","944.39","944.39","929.08","11.44M","-0.74%"
"10/04/2024","938.42","943.01","962.31","934.74","24.49M","-1.11%"
"09/04/2024","948.99","952.20","955.42","946.23","6.07M","-0.48%"
"08/04/2024","953.58","951.28","956.80","947.15","6.46M","0.44%"
"05/04/2024","949.44","977.02","991.26","948.53","9.12M","-3.64%"
"04/04/2024","985.29","980.69","991.26","972.42","15.39M","0.19%"
"03/04/2024","983.45","981.15","984.83","974.26","6.34M","-0.28%"
"02/04/2024","986.21","993.10","1,000.00","977.68","7.78M","0.66%"
"28/03/2024","979.78","973.22","984.37","969.67","10.35M","0.42%"
"27/03/2024","975.64","972.88","977.94","955.42","10.00M","0.38%"
"26/03/2024","971.96","974.72","988.97","971.50","7.47M","-1.12%"
"25/03/2024","982.99","978.40","983.45","975.18","17.53M","0.28%"
"22/03/2024","980.24","976.56","982.99","968.29","6.31M","0.80%"
"21/03/2024","972.42","967.58","984.41","967.58","11.36M","0.09%"
"20/03/2024","971.50","957.72","974.72","955.42","6.66M","1.49%"
"19/03/2024","957.26","954.96","965.99","948.99","13.76M","-0.29%"
"18/03/2024","960.01","962.77","969.67","954.96","19.05M","-0.38%"
"15/03/2024","963.69","958.64","967.37","952.66","31.48M","0.53%"
"14/03/2024","958.64","958.64","967.83","955.42","10.01M","-0.24%"
"13/03/2024","960.93","959.10","966.91","946.23","17.28M","0.92%"
"12/03/2024","952.20","970.12","973.34","952.19","9.80M","-1.76%"
"11/03/2024","969.21","965.99","971.04","961.25","17.75M","0.14%"
"08/03/2024","967.83","968.75","975.18","961.85","9.30M","-0.09%"
"07/03/2024","968.75","972.88","980.24","968.16","26.32M","-0.24%"
"06/03/2024","971.04","979.78","981.15","961.39","13.67M","-0.28%"
"05/03/2024","973.80","960.93","974.26","949.44","6.70M","1.92%"
"04/03/2024","955.42","952.66","956.80","946.69","6.42M","0.44%"
"01/03/2024","951.28","955.88","963.69","945.31","5.71M","-0.24%"
"29/02/2024","953.58","955.42","963.69","940.25","15.75M","0.78%"
"28/02/2024","946.23","950.82","956.80","941.17","9.15M","-0.05%"
"27/02/2024","946.69","937.96","946.69","936.74","5.56M","0.64%"
"26/02/2024","940.71","952.66","958.64","938.42","18.46M","-1.06%"
"23/02/2024","950.82","944.39","955.88","940.71","19.61M","0.58%"
"22/02/2024","945.31","954.50","961.85","940.71","5.85M","-1.11%"
"21/02/2024","955.88","952.66","960.93","948.99","8.67M","0.10%"
"20/02/2024","954.96","939.91","957.72","932.90","9.81M","1.71%"
"19/02/2024","938.87","933.82","942.09","927.85","3.73M","0.54%"
"16/02/2024","933.82","921.41","935.66","921.41","10.79M","0.69%"
"15/02/2024","927.39","924.17","935.20","915.25","6.12M","0.70%"
"14/02/2024","920.95","923.71","929.22","918.38","4.38M","0.50%"
"13/02/2024","916.36","922.79","930.17","915.25","6.35M","-0.50%"
"12/02/2024","920.95","919.11","924.63","911.58","12.03M","0.42%"
"09/02/2024","917.09","924.63","931.98","917.07","9.05M","-1.50%"
"08/02/2024","931.06","949.90","953.58","931.03","6.26M","-2.17%"
"07/02/2024","951.74","956.34","962.77","946.69","26.07M","-0.10%"
"06/02/2024","952.66","965.07","969.67","943.47","10.14M","-1.00%"
"05/02/2024","962.31","983.91","989.89","950.36","24.39M","0.62%"
"02/02/2024","956.34","983.91","983.91","955.42","5.21M","-1.00%"
"01/02/2024","965.99","962.77","971.04","960.29","7.44M","-0.38%"
"31/01/2024","969.67","965.07","974.26","955.88","9.30M","0.81%"
"30/01/2024","961.85","961.39","967.37","954.96","8.50M","0.10%"
"29/01/2024","960.93","961.85","974.72","953.12","6.85M","0.19%"
"26/01/2024","959.10","948.99","959.29","946.69","9.23M","1.71%"
"25/01/2024","943.01","945.77","949.90","941.09","7.38M","-0.73%"
"24/01/2024","949.90","953.58","961.39","940.25","6.82M","0.39%"
"23/01/2024","946.23","948.99","954.04","940.25","9.84M","-0.15%"
"22/01/2024","947.61","951.28","952.66","937.50","9.56M","0.44%"
"19/01/2024","943.47","942.09","947.15","939.75","28.51M","0.20%"
