"Date","Price","Open","High","Low","Vol.","Change %"
"02/12/2022","1,030.50","999.60","1,034.50","994.40","4.28M","1.43%"
"01/12/2022","1,016.00","994.00","1,039.50","992.40","7.38M","3.74%"
"30/11/2022","979.40","974.80","981.00","960.00","11.06M","1.51%"
"29/11/2022","964.80","959.60","990.40","956.20","5.73M","3.92%"
"28/11/2022","928.40","921.20","943.00","920.20","4.62M","-1.59%"
"25/11/2022","943.40","944.20","949.80","936.76","10.03M","-0.76%"
"24/11/2022","950.60","944.80","966.00","943.00","1.93M","0.66%"
"23/11/2022","944.40","946.00","950.80","935.30","3.32M","-0.15%"
"22/11/2022","945.80","933.60","960.67","933.60","4.04M","-1.03%"
"21/11/2022","955.60","959.60","967.00","947.80","3.74M","-2.35%"
